command,result,status
sort,"the sorted from C:\Users\ahmad\Desktop\noo by size here : ['advance.txt', 'humanboy.txt', 'new_name.txt', 'OLD.txt', 'SAAS.txt', 'yaseer.txt', 'adfs.txt', '9_ml_DT_eval_NB.pdf']",passed
